exercise_id,exercise_name,aliases,primary_muscle,secondary_muscles,muscle_group,equipment,category,movement_pattern,exercise_type,mechanics,force,difficulty,unilateral,bodyweight,default_sets,default_rep_range,tracking_type,parent_exercise,search_keywords,notes
ex-0218-close-grip-push-up,Close-Grip Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0219-close-grip-smith-machine-bench-press,Close-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0220-decline-barbell-bench-press,Decline Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0221-decline-cable-chest-press,Decline Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0222-decline-cable-fly,Decline Cable Fly,,Chest,Anterior Deltoids,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0223-decline-close-grip-barbell-bench-press,Decline Close-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0224-decline-close-grip-cable-chest-press,Decline Close-Grip Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0225-decline-close-grip-dumbbell-bench-press,Decline Close-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0226-decline-close-grip-machine-chest-press,Decline Close-Grip Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0227-decline-close-grip-plate-loaded-chest-press,Decline Close-Grip Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0228-decline-close-grip-smith-machine-bench-press,Decline Close-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0229-decline-dumbbell-bench-press,Decline Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0230-decline-dumbbell-fly,Decline Dumbbell Fly,,Chest,Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0231-decline-machine-chest-press,Decline Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0232-decline-machine-fly,Decline Machine Fly,,Chest,Anterior Deltoids,Chest,Machine,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0233-decline-pec-deck-fly,Decline Pec Deck Fly,,Chest,Anterior Deltoids,Chest,Pec Deck,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0234-decline-plate-loaded-chest-press,Decline Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0235-decline-push-up,Decline Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0236-decline-resistance-band-fly,Decline Resistance Band Fly,,Chest,Anterior Deltoids,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0237-decline-reverse-grip-barbell-bench-press,Decline Reverse-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0238-decline-reverse-grip-dumbbell-bench-press,Decline Reverse-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0239-decline-reverse-grip-smith-machine-bench-press,Decline Reverse-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0240-decline-smith-machine-bench-press,Decline Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0241-decline-wide-grip-barbell-bench-press,Decline Wide-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0242-decline-wide-grip-cable-chest-press,Decline Wide-Grip Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0243-decline-wide-grip-dumbbell-bench-press,Decline Wide-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0244-decline-wide-grip-machine-chest-press,Decline Wide-Grip Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0245-decline-wide-grip-plate-loaded-chest-press,Decline Wide-Grip Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0246-decline-wide-grip-smith-machine-bench-press,Decline Wide-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0247-deficit-push-up,Deficit Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0248-diamond-push-up,Diamond Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0249-dumbbell-bench-press,Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0250-eccentric-barbell-bench-press,Eccentric Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Barbell Bench Press,bench press chest press pec push advanced variation,
ex-0251-eccentric-dumbbell-bench-press,Eccentric Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Dumbbell Bench Press,bench press chest press pec push advanced variation,
ex-0252-flat-cable-fly,Flat Cable Fly,,Chest,Anterior Deltoids,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0253-flat-dumbbell-fly,Flat Dumbbell Fly,,Chest,Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0254-flat-machine-fly,Flat Machine Fly,,Chest,Anterior Deltoids,Chest,Machine,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0255-flat-pec-deck-fly,Flat Pec Deck Fly,,Chest,Anterior Deltoids,Chest,Pec Deck,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0256-flat-resistance-band-fly,Flat Resistance Band Fly,,Chest,Anterior Deltoids,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0257-hand-release-push-up,Hand-Release Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Beginner,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0258-high-to-low-cable-fly,High-to-Low Cable Fly,,Chest,Anterior Deltoids,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0259-high-to-low-machine-fly,High-to-Low Machine Fly,,Chest,Anterior Deltoids,Chest,Machine,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0260-high-to-low-pec-deck-fly,High-to-Low Pec Deck Fly,,Chest,Anterior Deltoids,Chest,Pec Deck,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0261-high-to-low-resistance-band-fly,High-to-Low Resistance Band Fly,,Chest,Anterior Deltoids,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0262-incline-barbell-bench-press,Incline Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0263-incline-cable-chest-press,Incline Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0264-incline-cable-fly,Incline Cable Fly,,Chest,Anterior Deltoids,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0265-incline-close-grip-barbell-bench-press,Incline Close-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0266-incline-close-grip-cable-chest-press,Incline Close-Grip Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0267-incline-close-grip-dumbbell-bench-press,Incline Close-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0268-incline-close-grip-machine-chest-press,Incline Close-Grip Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0269-incline-close-grip-plate-loaded-chest-press,Incline Close-Grip Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0270-incline-close-grip-smith-machine-bench-press,Incline Close-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0271-incline-dumbbell-bench-press,Incline Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0272-incline-dumbbell-fly,Incline Dumbbell Fly,,Chest,Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0273-incline-machine-chest-press,Incline Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0274-incline-machine-fly,Incline Machine Fly,,Chest,Anterior Deltoids,Chest,Machine,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0275-incline-pec-deck-fly,Incline Pec Deck Fly,,Chest,Anterior Deltoids,Chest,Pec Deck,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0276-incline-plate-loaded-chest-press,Incline Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0277-incline-push-up,Incline Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Beginner,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0278-incline-resistance-band-fly,Incline Resistance Band Fly,,Chest,Anterior Deltoids,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0279-incline-reverse-grip-barbell-bench-press,Incline Reverse-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0280-incline-reverse-grip-dumbbell-bench-press,Incline Reverse-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0281-incline-reverse-grip-smith-machine-bench-press,Incline Reverse-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0282-incline-smith-machine-bench-press,Incline Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0283-incline-wide-grip-barbell-bench-press,Incline Wide-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0284-incline-wide-grip-cable-chest-press,Incline Wide-Grip Cable Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Cable Chest Press,bench press chest press pec push,
ex-0285-incline-wide-grip-dumbbell-bench-press,Incline Wide-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0286-incline-wide-grip-machine-chest-press,Incline Wide-Grip Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0287-incline-wide-grip-plate-loaded-chest-press,Incline Wide-Grip Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0288-incline-wide-grip-smith-machine-bench-press,Incline Wide-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0289-kneeling-push-up,Kneeling Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Beginner,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0290-low-to-high-cable-fly,Low-to-High Cable Fly,,Chest,Anterior Deltoids,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0291-low-to-high-machine-fly,Low-to-High Machine Fly,,Chest,Anterior Deltoids,Chest,Machine,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0292-low-to-high-pec-deck-fly,Low-to-High Pec Deck Fly,,Chest,Anterior Deltoids,Chest,Pec Deck,Strength,Horizontal Adduction,Resistance,Isolation,Push,Beginner,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0293-low-to-high-resistance-band-fly,Low-to-High Resistance Band Fly,,Chest,Anterior Deltoids,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,false,false,3,10-15,reps,Chest Fly,pec fly chest fly,
ex-0294-machine-chest-press,Machine Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Machine Chest Press,bench press chest press pec push,
ex-0295-medicine-ball-push-up,Medicine Ball Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Medicine Ball,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0296-one-arm-push-up,One-Arm Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Advanced,true,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0297-paused-barbell-bench-press,Paused Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Barbell Bench Press,bench press chest press pec push advanced variation,
ex-0298-paused-dumbbell-bench-press,Paused Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Dumbbell Bench Press,bench press chest press pec push advanced variation,
ex-0299-plate-loaded-chest-press,Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Plate-Loaded Chest Press,bench press chest press pec push,
ex-0300-plyometric-push-up,Plyometric Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Advanced,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0301-push-up,Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Beginner,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0302-reverse-grip-barbell-bench-press,Reverse-Grip Barbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Barbell,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Barbell Bench Press,bench press chest press pec push,
ex-0303-reverse-grip-dumbbell-bench-press,Reverse-Grip Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Dumbbell Bench Press,bench press chest press pec push,
ex-0304-reverse-grip-smith-machine-bench-press,Reverse-Grip Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0305-ring-push-up,Ring Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Rings,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Advanced,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0306-single-arm-cable-chest-press,Single-Arm Cable Chest Press,,Chest,Triceps|Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,true,false,3,8-12,reps,Cable Chest Press,unilateral chest press,
ex-0307-single-arm-decline-cable-fly,Single-Arm Decline Cable Fly,,Chest,Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0308-single-arm-decline-resistance-band-fly,Single-Arm Decline Resistance Band Fly,,Chest,Anterior Deltoids|Core,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0309-single-arm-dumbbell-bench-press,Single-Arm Dumbbell Bench Press,,Chest,Triceps|Anterior Deltoids|Core,Chest,Dumbbells,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,true,false,3,8-12,reps,Dumbbell Bench Press,unilateral chest press,
ex-0310-single-arm-flat-cable-fly,Single-Arm Flat Cable Fly,,Chest,Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0311-single-arm-flat-resistance-band-fly,Single-Arm Flat Resistance Band Fly,,Chest,Anterior Deltoids|Core,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0312-single-arm-high-to-low-cable-fly,Single-Arm High-to-Low Cable Fly,,Chest,Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0313-single-arm-high-to-low-resistance-band-fly,Single-Arm High-to-Low Resistance Band Fly,,Chest,Anterior Deltoids|Core,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0314-single-arm-incline-cable-fly,Single-Arm Incline Cable Fly,,Chest,Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0315-single-arm-incline-resistance-band-fly,Single-Arm Incline Resistance Band Fly,,Chest,Anterior Deltoids|Core,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0316-single-arm-low-to-high-cable-fly,Single-Arm Low-to-High Cable Fly,,Chest,Anterior Deltoids|Core,Chest,Cable,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0317-single-arm-low-to-high-resistance-band-fly,Single-Arm Low-to-High Resistance Band Fly,,Chest,Anterior Deltoids|Core,Chest,Resistance Band,Strength,Horizontal Adduction,Resistance,Isolation,Push,Intermediate,true,false,3,10-15,reps,Chest Fly,unilateral cable fly,
ex-0318-single-arm-machine-chest-press,Single-Arm Machine Chest Press,,Chest,Triceps|Anterior Deltoids|Core,Chest,Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,true,false,3,8-12,reps,Machine Chest Press,unilateral chest press,
ex-0319-single-arm-plate-loaded-chest-press,Single-Arm Plate-Loaded Chest Press,,Chest,Triceps|Anterior Deltoids|Core,Chest,Plate-Loaded Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,true,false,3,8-12,reps,Plate-Loaded Chest Press,unilateral chest press,
ex-0320-smith-machine-bench-press,Smith Machine Bench Press,,Chest,Triceps|Anterior Deltoids,Chest,Smith Machine,Strength,Horizontal Push,Resistance,Compound,Push,Intermediate,false,false,3,6-12,reps,Smith Machine Bench Press,bench press chest press pec push,
ex-0321-spiderman-push-up,Spiderman Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Advanced,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0322-staggered-push-up,Staggered Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Bodyweight,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,true,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
ex-0323-trx-push-up,TRX Push-Up,,Chest,Triceps|Anterior Deltoids|Core,Chest,Suspension Trainer,Bodyweight,Horizontal Push,Calisthenics,Compound,Push,Intermediate,false,true,3,8-20,reps,Push-Up,pushup press chest bodyweight,
